,epoch,batch_id,batch_num,learning_rate,loss_id_x,loss_id_y,loss_identity,loss_gan_y2x,loss_gan_x2y,loss_gan,loss_cycle_x,loss_cycle_y,loss_cycle,loss_generation,loss_disc_real_x,loss_disc_fake_x,loss_disc_real_y,loss_disc_fake_y,loss_disc
0,50.0,0.0,16.0,0.0002,0.11201568692922592,0.14374636113643646,0.1278810203075409,0.5439203977584839,1.0532763004302979,0.7985983490943909,0.13765838742256165,0.16394472122192383,0.15080155432224274,2.946019172668457,0.1173897460103035,0.12982596457004547,0.2594243586063385,0.07226783782243729,0.1447269767522812
1,50.0,1.0,16.0,0.0002,0.09252968430519104,0.15693029761314392,0.12472999095916748,0.5785666704177856,0.37358516454696655,0.4760759174823761,0.11340315639972687,0.15412001311779022,0.13376158475875854,2.4373416900634766,0.12456031888723373,0.1070595383644104,0.09153936803340912,0.21984624862670898,0.1357513666152954
2,50.0,2.0,16.0,0.0002,0.10200747102499008,0.13518087565898895,0.11859416961669922,0.5621781349182129,0.9714611768722534,0.7668196558952332,0.11623074859380722,0.13931415975093842,0.12777245044708252,2.637515068054199,0.1078137457370758,0.19117841124534607,0.2732495069503784,0.07067033648490906,0.16072800755500793
3,50.0,3.0,16.0,0.0002,0.10414862632751465,0.13195979595184326,0.11805421113967896,0.7180452942848206,0.4823436141014099,0.6001944541931152,0.11911433935165405,0.13674263656139374,0.1279284954071045,2.46975040435791,0.16122324764728546,0.08376538753509521,0.11103798449039459,0.21638569235801697,0.14310307800769806
4,50.0,4.0,16.0,0.0002,0.12784408032894135,0.11791622638702393,0.12288015335798264,0.4795718789100647,0.7048578858375549,0.5922148823738098,0.1441628634929657,0.1357075273990631,0.1399351954460144,2.6059675216674805,0.07763528823852539,0.13451454043388367,0.08206003904342651,0.11706751585006714,0.10281934589147568
5,50.0,5.0,16.0,0.0002,0.09434717893600464,0.12354546785354614,0.10894632339477539,0.6399821043014526,0.8139326572418213,0.726957380771637,0.10867061465978622,0.12905530631542206,0.11886295676231384,2.4603185653686523,0.09684310853481293,0.08866426348686218,0.16726914048194885,0.04865230619907379,0.10035720467567444
6,50.0,6.0,16.0,0.0002,0.12100967019796371,0.1359737515449524,0.12849171459674835,0.6053720116615295,0.386544793844223,0.4959583878517151,0.13903570175170898,0.13503077626228333,0.13703323900699615,2.508749485015869,0.10269129276275635,0.11699181795120239,0.06829603016376495,0.14487823843955994,0.1082143485546112
7,50.0,7.0,16.0,0.0002,0.1121828705072403,0.12622126936912537,0.11920206993818283,0.6651217341423035,0.53266441822052,0.5988930463790894,0.12298395484685898,0.12576167285442352,0.12437281012535095,2.438631534576416,0.14762012660503387,0.09257788956165314,0.10354975610971451,0.14547142386436462,0.12230479717254639
8,50.0,8.0,16.0,0.0002,0.08879956603050232,0.12210935354232788,0.1054544597864151,0.5611943602561951,1.0028440952301025,0.7820192575454712,0.10297729820013046,0.12266239523887634,0.1128198504447937,2.4374899864196777,0.05054616555571556,0.10775439441204071,0.2206246703863144,0.0810648500919342,0.11499752104282379
9,50.0,9.0,16.0,0.0002,0.10836458206176758,0.1271102875471115,0.11773743480443954,0.6857024431228638,0.36005550622940063,0.5228790044784546,0.13447463512420654,0.14182186126708984,0.1381482481956482,2.493048667907715,0.13304981589317322,0.07089439779520035,0.12020853161811829,0.2807231843471527,0.151218980550766
10,50.0,10.0,16.0,0.0002,0.11017405241727829,0.13462300598621368,0.12239852547645569,0.4672786593437195,1.028249740600586,0.7477642297744751,0.1231057196855545,0.1433524787425995,0.1332291066646576,2.6920478343963623,0.08326011896133423,0.15281695127487183,0.3287334442138672,0.10547814518213272,0.16757217049598694
11,50.0,11.0,16.0,0.0002,0.10482165217399597,0.12127594649791718,0.11304879933595657,0.7658238410949707,0.4070228040218353,0.5864233374595642,0.12305574864149094,0.12538519501686096,0.12422047555446625,2.393872022628784,0.15906491875648499,0.07017193734645844,0.09197652339935303,0.2397974729537964,0.1402527093887329
12,50.0,12.0,16.0,0.0002,0.11331860721111298,0.12333329766988754,0.11832594871520996,0.39330941438674927,0.7241368293762207,0.5587230920791626,0.12427885830402374,0.13844886422157288,0.1313638687133789,2.463991641998291,0.1006893664598465,0.17731249332427979,0.1234603077173233,0.07266320288181305,0.11853133887052536
13,50.0,13.0,16.0,0.0002,0.10929203033447266,0.13715723156929016,0.12322463095188141,0.6364583969116211,0.5942808985710144,0.6153696775436401,0.13018374145030975,0.14491543173789978,0.13754957914352417,2.6069886684417725,0.09866564720869064,0.1034807413816452,0.09357443451881409,0.09489002823829651,0.09765271097421646
14,50.0,14.0,16.0,0.0002,0.08953747153282166,0.1372533142566681,0.11339539289474487,0.6833778619766235,0.4852880835533142,0.5843329429626465,0.1196884959936142,0.15073078870773315,0.13520964980125427,2.503406524658203,0.15623582899570465,0.07045195251703262,0.06628654897212982,0.10923320055007935,0.10055188834667206
15,50.0,15.0,16.0,0.0002,0.08914455771446228,0.11935360729694366,0.10424908250570297,0.6147921085357666,0.7217678427696228,0.6682800054550171,0.11975643038749695,0.13415148854255676,0.12695395946502686,2.4590649604797363,0.08370403945446014,0.0980442687869072,0.11129046231508255,0.06827554851770401,0.09032857418060303
16,50.0,16.0,16.0,0.0002,0.0972924456000328,0.12819120287895203,0.11274182796478271,0.5640764832496643,0.7047260403633118,0.634401261806488,0.11289837211370468,0.12159982323646545,0.11724910140037537,2.3706016540527344,0.05413549020886421,0.16685029864311218,0.09443914890289307,0.059756647795438766,0.09379539638757706
17,50.0,17.0,16.0,0.0002,0.09897803515195847,0.12561294436454773,0.1122954934835434,0.7893758416175842,0.4371708035469055,0.6132733225822449,0.12403883039951324,0.13307300209999084,0.12855592370033264,2.4603099822998047,0.2695882320404053,0.06551609933376312,0.07948022335767746,0.13302426040172577,0.13690221309661865
18,50.0,18.0,16.0,0.0002,0.09118978679180145,0.13010543584823608,0.11064761132001877,0.32680457830429077,0.6462699174880981,0.48653724789619446,0.10261358320713043,0.1408165842294693,0.12171508371829987,2.2569260597229004,0.0476703979074955,0.20742911100387573,0.1254623830318451,0.0576980784535408,0.10956498980522156
19,50.0,19.0,16.0,0.0002,0.10679244995117188,0.12959252297878265,0.11819248646497726,0.5885076522827148,0.42593201994895935,0.5072198510169983,0.13144099712371826,0.11513707041740417,0.12328903377056122,2.3310725688934326,0.16080281138420105,0.100797139108181,0.10648444294929504,0.15024417638778687,0.12958213686943054
20,50.0,20.0,16.0,0.0002,0.1004578024148941,0.12498165667057037,0.11271972954273224,0.592079758644104,0.7603939771652222,0.6762368679046631,0.12440823763608932,0.14364013075828552,0.13402418792247772,2.5800774097442627,0.11864034086465836,0.11453796923160553,0.10097050666809082,0.10566125810146332,0.10995252430438995
21,50.0,21.0,16.0,0.0002,0.10819526761770248,0.12563392519950867,0.11691460013389587,0.5002346038818359,0.736961305141449,0.6185979843139648,0.12406101822853088,0.14074787497520447,0.13240444660186768,2.5272154808044434,0.09800887107849121,0.12934894859790802,0.10776074230670929,0.05587073415517807,0.0977473258972168
22,50.0,22.0,16.0,0.0002,0.09542291611433029,0.13431449234485626,0.11486870050430298,0.6547266244888306,0.48756757378578186,0.571147084236145,0.11075066030025482,0.13498777151107788,0.12286921590566635,2.37418270111084,0.12007953226566315,0.09102566540241241,0.06575392931699753,0.14768853783607483,0.10613691806793213
23,50.0,23.0,16.0,0.0002,0.08457691967487335,0.1317431926727295,0.10816005617380142,0.6344501972198486,0.6780182719230652,0.6562342643737793,0.09944987297058105,0.11928852647542953,0.1093692034482956,2.290726661682129,0.15442630648612976,0.0977795422077179,0.14730484783649445,0.08104190975427628,0.12013815343379974
24,50.0,24.0,16.0,0.0002,0.09749095886945724,0.13761433959007263,0.11755265295505524,0.4146287739276886,0.5499421954154968,0.4822854995727539,0.11020737886428833,0.12634329497814178,0.11827533692121506,2.2528021335601807,0.08324632048606873,0.16953140497207642,0.12825442850589752,0.10232364386320114,0.1208389475941658
25,50.0,25.0,16.0,0.0002,0.10081769526004791,0.13857941329479218,0.11969855427742004,0.46939030289649963,0.6344736218452454,0.5519319772720337,0.11310803890228271,0.13424840569496155,0.12367822229862213,2.38720703125,0.14364123344421387,0.12275783717632294,0.08723698556423187,0.10128670930862427,0.11373069882392883
26,50.0,26.0,16.0,0.0002,0.09773387759923935,0.12808430194854736,0.11290909349918365,0.5881582498550415,0.5431956648826599,0.5656769275665283,0.117874376475811,0.13370110094547272,0.12578773498535156,2.3880996704101562,0.13060982525348663,0.08786462992429733,0.13620847463607788,0.09274715185165405,0.11185751855373383
27,50.0,27.0,16.0,0.0002,0.09987019002437592,0.12294493615627289,0.1114075630903244,0.4530225396156311,0.586983323097229,0.5200029611587524,0.1222662553191185,0.12449175119400024,0.12337900698184967,2.31083083152771,0.12086410075426102,0.16721457242965698,0.1315590739250183,0.14000056684017181,0.13990958034992218
28,50.0,28.0,16.0,0.0002,0.10560236871242523,0.1299087256193161,0.11775554716587067,0.5243515968322754,0.5873653888702393,0.5558584928512573,0.11782191693782806,0.13086041808128357,0.12434116750955582,2.388047933578491,0.14207543432712555,0.1594344973564148,0.11381438374519348,0.11227042973041534,0.1318986862897873
29,50.0,29.0,16.0,0.0002,0.08193047344684601,0.15751385688781738,0.1197221651673317,0.661024808883667,0.5503994226455688,0.6057121157646179,0.09877197444438934,0.15780523419380188,0.12828859686851501,2.4872090816497803,0.19330504536628723,0.11613157391548157,0.11025294661521912,0.08711305260658264,0.12670065462589264
30,50.0,30.0,16.0,0.0002,0.09476698935031891,0.13336096704006195,0.11406397819519043,0.4962684214115143,0.6416622400283813,0.5689653158187866,0.10954561084508896,0.14330482482910156,0.12642522156238556,2.4035372734069824,0.07161185890436172,0.190763920545578,0.09786538034677505,0.10601918399333954,0.11656508594751358
31,50.0,31.0,16.0,0.0002,0.11414919793605804,0.15614333748817444,0.13514626026153564,0.7331674098968506,0.6761928200721741,0.7046800851821899,0.12230145931243896,0.14401933550834656,0.13316039741039276,2.712015151977539,0.17541387677192688,0.05430405214428902,0.055090852081775665,0.05429225414991379,0.08477525413036346
32,50.0,32.0,16.0,0.0002,0.10074181854724884,0.12884126603603363,0.11479154229164124,0.415657639503479,0.6649923324584961,0.5403249859809875,0.10875791311264038,0.13797131180763245,0.12336461246013641,2.347928762435913,0.07890850305557251,0.19773714244365692,0.10045900195837021,0.07687120139598846,0.11349396407604218
33,50.0,33.0,16.0,0.0002,0.11521360278129578,0.1224159449338913,0.11881477385759354,0.784960925579071,0.5806218981742859,0.6827914118766785,0.12928083539009094,0.1173931211233139,0.12333697825670242,2.51023530960083,0.18023943901062012,0.0734996348619461,0.08834043145179749,0.08333952724933624,0.10635475814342499
